Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
Q2VBP8,8665,Snake three-finger toxin family,94,,LD(50) is 0.51 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:16689684}.,DISULFID:5,,GO:0019835 (cytolysis); GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q2VBP6,8665,Snake three-finger toxin family,94,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P15816,8616,Snake three-finger toxin family,87,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P15817,8616,Snake three-finger toxin family,87,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
O12961,8616,Snake three-finger toxin family,87,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
O12962,8616,Snake three-finger toxin family,87,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q9W729,8616,Snake three-finger toxin family,87,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q8AY56,92438,Snake three-finger toxin family,87,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
Q8AY55,92438,Snake three-finger toxin family,87,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
P01398,8616,Snake three-finger toxin family,87,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P15815,8615,Snake three-finger toxin family,66,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Bungarus flaviceps flaviceps,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus flaviceps,terrestrial,terrestrial
A7X3S0,338818,Snake three-finger toxin family,111,,,DISULFID:5; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Trimorphodon biscutatus,Chordata,Lepidosauria,Squamata,Colubridae,Trimorphodon,Trimorphodon biscutatus,terrestrial,terrestrial
A7X3S2,338818,Snake three-finger toxin family,111,,,DISULFID:3; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Trimorphodon biscutatus,Chordata,Lepidosauria,Squamata,Colubridae,Trimorphodon,Trimorphodon biscutatus,terrestrial,terrestrial
A7X3V0,338837,Snake three-finger toxin family,111,,,DISULFID:5; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Telescopus dhara,Chordata,Lepidosauria,Squamata,Colubridae,Telescopus,Telescopus dhara,terrestrial,terrestrial
P0C603,46286,Snake three-finger toxin family,47,fragment,,DISULFID:2; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane); GO:0072556 (other organism presynaptic membrane),,1: Evidence at protein level;,Boiga dendrophila,Chordata,Lepidosauria,Squamata,Colubridae,Boiga,Boiga dendrophila,terrestrial,terrestrial
A0S864,92519,Snake three-finger toxin family,109,,"LD(50) is 0.55 mg/kg by intraperitoneal injection into geckos, and 0.22 mg/kg by intraperitoneal injection into chicks. {ECO:0000269|PubMed:18952712}.",DISULFID:6; MOD_RES:1,,GO:2000272 (negative regulation of receptor activity); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level;,Boiga irregularis,Chordata,Lepidosauria,Squamata,Colubridae,Boiga,Boiga irregularis,terrestrial,terrestrial
A0S865,92519,Snake three-finger toxin family,111,,"LD(50) is 0.55 mg/kg by intraperitoneal injection into geckos, and 0.22 mg/kg by intraperitoneal injection into chicks. {ECO:0000269|PubMed:18952712}.",DISULFID:6; MOD_RES:1,,GO:2000272 (negative regulation of receptor activity); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level;,Boiga irregularis,Chordata,Lepidosauria,Squamata,Colubridae,Boiga,Boiga irregularis,terrestrial,terrestrial
P83490,201391,Snake three-finger toxin family,77,,,DISULFID:5; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Coelognathus radiatus,Chordata,Lepidosauria,Squamata,Colubridae,Coelognathus,Coelognathus radiatus,terrestrial,terrestrial
Q06ZW0,46286,Snake three-finger toxin family,111,,,DISULFID:5; MOD_RES:1,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Boiga dendrophila,Chordata,Lepidosauria,Squamata,Colubridae,Boiga,Boiga dendrophila,terrestrial,terrestrial
C0HJD3,121355,Snake three-finger toxin family,74,,LD(50) is 0.28 ug/g by intraperitoneal injection in A.carolinensis and 0.6 ug/g in H.frenatus. {ECO:0000269|PubMed:23851011}.,DISULFID:5; MOD_RES:1,Contains 5 disulfide bonds. {ECO:0000269|PubMed:23851011}.,GO:0005576 (extracellular region),,1: Evidence at protein level;,Oxybelis fulgidus,Chordata,Lepidosauria,Squamata,Colubridae,Oxybelis,Oxybelis fulgidus,terrestrial,terrestrial
Q8AY51,92438,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
Q9YGI2,8656,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
Q8AY50,92438,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
C6JUP2,54390,Snake three-finger toxin family,88,,,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Micrurus corallinus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus corallinus,terrestrial,terrestrial
Q9YGI4,8656,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
Q8AY49,92438,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
Q9YGI1,8656,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
Q6IZ95,92438,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
Q2VBN2,8665,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P29179,35670,Snake three-finger toxin family,62,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
O42255,33626,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
C1IC49,64182,Snake three-finger toxin family,86,,LD(50) is 0.2 mg/kg by intraperitoneal injection in mice. {ECO:0000269|PubMed:960110}.,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Walterinnesia aegyptia,Chordata,Lepidosauria,Squamata,Elapidae,Walterinnesia,Walterinnesia aegyptia,terrestrial,terrestrial
P29180,35670,Snake three-finger toxin family,65,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
O42256,33626,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P29181,35670,Snake three-finger toxin family,65,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
A2CKF6,8613,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Bungarus fasciatus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus fasciatus,terrestrial,terrestrial
P29182,35670,Snake three-finger toxin family,65,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
Q802B3,33626,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P25679,8649,Snake three-finger toxin family,64,,LD(50) is 82 mg/kg by intravenous injection. {ECO:0000269|PubMed:7380387}.,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
Q9W7I3,33626,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P25680,8655,Snake three-finger toxin family,65,,LD(50) is 16 mg/kg by intravenous injection. {ECO:0000269|PubMed:7380387}.,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Naja nivea,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja nivea,terrestrial,terrestrial
Q802B2,33626,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P01401,8642,Snake three-finger toxin family,65,,LD(50) is 13.4 mg/kg by subcutaneous injection. {ECO:0000269|PubMed:710433}.,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Naja haje haje,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja haje,terrestrial,terrestrial
P01400,8643,Snake three-finger toxin family,65,,LD(50) is >20 mg/kg by intravenous injection. {ECO:0000269|PubMed:1164509}.,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Naja melanoleuca,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja melanoleuca,terrestrial,terrestrial
P01399,96794,Snake three-finger toxin family,65,,LD(50) is 4.82 mg/kg by intravenous injection. {ECO:0000269|PubMed:1213685}.,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Naja annulifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,terrestrial,terrestrial
O93422,8656,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P60814,8656,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
A2CKF7,8613,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Bungarus fasciatus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus fasciatus,terrestrial,terrestrial
P82935,8649,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P85520,8657,Snake three-finger toxin family,65,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Naja oxiana,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja oxiana,terrestrial,terrestrial
Q53B61,8665,Snake three-finger toxin family,81,fragment,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q70WS8,8616,Snake three-finger toxin family,84,,,DISULFID:5,,GO:0005576 (extracellular region),,3: Inferred from homology;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P58370,54390,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Micrurus corallinus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus corallinus,terrestrial,terrestrial
P15818,8616,Snake three-finger toxin family,87,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P81783,92438,Snake three-finger toxin family,87,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
Q9YGH9,8616,Snake three-finger toxin family,89,,,DISULFID:5,,GO:0005576 (extracellular region),,3: Inferred from homology;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
O12963,8616,Snake three-finger toxin family,89,,,DISULFID:5,,GO:0005576 (extracellular region),,3: Inferred from homology;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q9YGJ0,8616,Snake three-finger toxin family,89,,LD(50) is 0.15 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:10082161}.,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q9YGH0,8616,Snake three-finger toxin family,103,,,DISULFID:5,,GO:0005576 (extracellular region),,3: Inferred from homology;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q8JFX7,8616,Snake three-finger toxin family,103,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q9PW19,8616,Snake three-finger toxin family,103,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P25682,8619,Snake three-finger toxin family,63,,LD(50) is 10 mg/kg by intravenous injection. {ECO:0000269|Ref.1}.,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Dendroaspis jamesoni kaimosae,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,terrestrial,terrestrial
P81782,92438,Snake three-finger toxin family,63,,,DISULFID:5,,GO:0072556 (other organism presynaptic membrane),,1: Evidence at protein level;,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
A7X3M9,338838,Snake three-finger toxin family,85,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;,Erythrolamprus poecilogyrus,Chordata,Lepidosauria,Squamata,Dipsadidae,Erythrolamprus,Erythrolamprus poecilogyrus,terrestrial,terrestrial
A7X3R6,46577,Snake three-finger toxin family,85,,,DISULFID:5,,GO:0005576 (extracellular region),,3: Inferred from homology;,Leioheterodon madagascariensis,Chordata,Lepidosauria,Squamata,Lamprophiidae,Leioheterodon,Leioheterodon madagascariensis,terrestrial,terrestrial
P86096,129470,Snake three-finger toxin family,64,,,DISULFID:5,,GO:2000272 (negative regulation of receptor activity); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level;,Micrurus surinamensis,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus surinamensis,terrestrial,terrestrial
