Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P83952,111177,Waprin toxin family,50,,Venom,,,Disulfide bond:4,,,,,,both,Oxyuranus microlepidotus,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus microlepidotus,terrestrial,terrestrial
Q9PUG9,29156,Phospholipase A2 family,144,,Venom gland,,,Disulfide bond:7,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
Q8UW31,8781,Phospholipase A2 family,152,,,,,Disulfide bond:7,,,,,,venom_tissue,Hydrophis hardwickii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis hardwickii,marine,marine
Q7T1R0,8615,Phospholipase A2 family,146,,Venom; Venom gland,,,Disulfide bond:7,,,,,,both,Bungarus flaviceps flaviceps,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus flaviceps,terrestrial,terrestrial
P00629,8613,Phospholipase A2 family,118,,Venom,,,Disulfide bond:7,,,,,,kw_toxin,Bungarus fasciatus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus fasciatus,terrestrial,terrestrial
P23028,8673,Phospholipase A2 family,133,,Venom,All subunits are necessary for maximum lethality. LD(50) is 0.001 mg/kg by intraperitoneal injection.,Glycoprotein,Disulfide bond:8; Glycosylation:1,,,,,,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
P48650,40353,Phospholipase A2 family,122,,Venom,,,Disulfide bond:7,,,,,,kw_toxin,Echis carinatus,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
P84388,291283,,14,,Venom gland,,Acetylation,Acetylation:1,GO:0006935 (chemotaxis); GO:0043306 (positive regulation of mast cell degranulation); GO:0005576 (extracellular region),GO:0006935 (chemotaxis); GO:0043306 (positive regulation of mast cell degranulation),GO:0005576 (extracellular region),,,both,Polybia paulista,Arthropoda,Insecta,Hymenoptera,Vespidae,Polybia,Polybia paulista,terrestrial,terrestrial
P84680,184226,,10,fragment,Venom,,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,,both,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P01496,6887,Long (4 C-C) scorpion toxin superfamily,80,fragment,Venom,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
Q5G8A8,309814,Long (4 C-C) scorpion toxin superfamily,84,,Venom; Venom gland,,Amidation,Disulfide bond:4; Amidation:1,,,,,,venom_tissue,Tityus costatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus costatus,terrestrial,terrestrial
Q7Z1K7,29941,Long (4 C-C) scorpion toxin superfamily,87,,,,,Disulfide bond:4,,,,,,both,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
Q7Z1K4,29941,Long (4 C-C) scorpion toxin superfamily,72,fragment,,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
Q9BLM1,6858,Long (3 C-C) scorpion toxin superfamily,72,,,,,Disulfide bond:3,,,,,,both,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
Q7YWA7,202807,Secapin family,77,,Venom gland,,,Disulfide bond:1,,,,,,venom_tissue,Vespa magnifica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa magnifica,terrestrial,terrestrial
P55903,6871,Long (4 C-C) scorpion toxin superfamily,61,,Venom,LD(50) is 1.1 ug/g in Blatella germanica.,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Buthus occitanus tunetanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus occitanus,terrestrial,terrestrial
Q5YD75,6921,Spider sphingomyelinase family,279,,Venom gland,,,Disulfide bond:1,GO:0050290 (sphingomyelin phosphodiesterase D activity),,,GO:0050290 (sphingomyelin phosphodiesterase D activity),,both,Loxosceles reclusa,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles reclusa,terrestrial,terrestrial
Q1W695,58218,Spider sphingomyelinase family,305,,Venom gland,,Zymogen,Disulfide bond:1,,,,,,both,Loxosceles intermedia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles intermedia,terrestrial,terrestrial
P81882,8724,Peptidase S1 family,19,fragment,Venom gland,,,,,,,,,venom_tissue,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
P81596,6904,Omega-atracotoxin type 1 family,37,,Venom,,,Disulfide bond:3,,,,,,both,Hadronyche versuta,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche versuta,terrestrial,terrestrial
P25518,8620,Snake toxin family,65,,Venom,LD(50) is 56 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,both,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
P84063,272754,Spider toxin Tx1 family,78,fragment,Venom,,,,,,,,,both,Phoneutria keyserlingi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria keyserlingi,terrestrial,terrestrial
P81792,6918,Spider toxin Tx3 family,55,,Venom,,,,,,,,,both,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P01533,6108,Sea anemone sodium channel inhibitory toxin family,46,,Nematoblast,,,Disulfide bond:3,,,,,,kw_toxin,Anemonia sulcata,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia sulcata,marine,marine
Q5Y4Y5,293813,,70,,Venom gland,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Agelena orientalis,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,Agelena orientalis,terrestrial,terrestrial
P84837,378181,Spider potassium channel inhibitory toxin family,33,,Venom,,,Disulfide bond:3,,,,,,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P49126,38407,,94,,Venom gland,PD(50) is 0.38 nmol/g in lepidopteran larvae.,,,,,,,,both,Diguetia canities,Arthropoda,Arachnida,Araneae,Diguetidae,Diguetia,Diguetia canities,terrestrial,terrestrial
P11058,6908,Mu-agatoxin family,37,,,,,Disulfide bond:4,,,,,,both,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial,terrestrial
P61232,269627,,29,,Venom,,,Disulfide bond:3,,,,,,both,Macrothele raveni,Arthropoda,Arachnida,Araneae,Macrothelidae,Macrothele,Macrothele raveni,terrestrial,terrestrial
P01415,8642,Snake toxin family,61,,Venom,LD(50) is 16.1 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,,both,Naja haje haje,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja haje,terrestrial,terrestrial
Q86RQ7,34649,Contains 1 TIL (trypsin inhibitory-like) domain,89,,Venom gland,,,Disulfide bond:5,,,,,,venom_tissue,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P47797,8717,Peptidase S1 family,258,,Venom,,Glycoprotein; Zymogen,Disulfide bond:6; Glycosylation:3,,,,,,venom_tissue,Calloselasma rhodostoma,Chordata,Lepidosauria,Squamata,Viperidae,Calloselasma,Calloselasma rhodostoma,terrestrial,terrestrial
P60590,29015,Spider potassium channel inhibitory toxin family,36,,,,,Disulfide bond:3,,,,,,both,Grammostola rosea,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,Grammostola rosea,terrestrial,terrestrial
P60244,36307,Contains 1 peptidase M12B domain,197,,,,,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0044421 (extracellular region part); GO:0005509 (calcium ion binding); GO:0004222 (metalloendopeptidase activity); GO:0008270 (zinc ion binding),GO:0009405 (pathogenesis),GO:0044421 (extracellular region part),GO:0005509 (calcium ion binding); GO:0004222 (metalloendopeptidase activity); GO:0008270 (zinc ion binding),,both,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
P58690,38281,Sea anemone actinoporin family,22,fragment,,LD(50) is 320 ug/kg by intravenous injection into mice.,,,,,,,,kw_toxin,Heteractis magnifica,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis magnifica,marine,marine
P83451,58720,Asparaginase 2 family,40,,Venom,,Glycoprotein,,GO:0003948 (N4-(beta-N-acetylglucosaminyl)-L-asparagina...),,,GO:0003948 (N4-(beta-N-acetylglucosaminyl)-L-asparagina...),,venom_tissue,Asobara tabida,Arthropoda,Insecta,Hymenoptera,Braconidae,Asobara,Asobara tabida,terrestrial,terrestrial
P59084,6108,Sea anemone type 3 (BDS) potassium channel toxin family,43,,,,,Disulfide bond:3,,,,,,kw_toxin,Anemonia sulcata,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia sulcata,marine,marine
Q9DGI0,8724,Fetuin family,341,,Liver,,Glycoprotein,Disulfide bond:6; Glycosylation:4,GO:0045861 (negative regulation of proteolysis); GO:0008191 (metalloendopeptidase inhibitor activity),GO:0045861 (negative regulation of proteolysis),,GO:0008191 (metalloendopeptidase inhibitor activity),,venom_tissue,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
Q3SB08,8671,Contains 4 EF-hand domains,156,,Venom gland,,,,,,,,,venom_tissue,Pseudechis porphyriacus,Chordata,Lepidosauria,Squamata,Elapidae,Pseudechis,Pseudechis porphyriacus,terrestrial,terrestrial
Q9NDA5,6494,Contryphan family,63,,Venom duct,,Amidation; D-amino acid; Hydroxylation,Amidation:1; D-amino acid:1; Hydroxylation:1,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P84807,8642,CRISP family,29,fragment,Venom,,,,GO:0006952 (defense response); GO:0005576 (extracellular region),GO:0006952 (defense response),GO:0005576 (extracellular region),,,both,Naja haje haje,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja haje,terrestrial,terrestrial
P81991,29156,CRISP family,46,fragment,Venom,,,,,,,,,both,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
Q3YEE9,6494,Conotoxin T superfamily,62,,Venom duct,,Amidation; Cleavage on pair of basic residues,Disulfide bond:2; Amidation:1,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q9BH21,6494,Conotoxin T superfamily,61,,Venom duct,,Amidation; Cleavage on pair of basic residues,Disulfide bond:2; Amidation:1,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P69764,42752,Conotoxin T superfamily,59,,Venom,,,Disulfide bond:2,,,,,,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
O73858,33626,Snake toxin family,62,fragment,Liver,,,Disulfide bond:4,,,,,,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P79810,8656,Snake toxin family,81,,Venom gland,,,Disulfide bond:4,,,,,,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P58841,101313,Conotoxin M superfamily,15,,,,Amidation; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,,,,,,both,Conus quercinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus quercinus,marine,marine
P60308,8656,Snake toxin family,60,,Venom,,,Disulfide bond:4,,,,,,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P0C1V7,101285,Conotoxin A superfamily,17,,Venom,,Amidation; Sulfation,Disulfide bond:2; Amidation:1; Sulfation:1,,,,,,both,Conus anemone,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus anemone,marine,marine
P56636,6492,Conotoxin A superfamily,68,,Hepatopancreas; Venom; Venom duct,,Amidation,Disulfide bond:2; Amidation:1,,,,,,both,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
P0C1W7,89431,Conotoxin D superfamily,47,,Venom,,Hydroxylation,Hydroxylation:3,,,,,,both,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine,marine
P15471,6493,Conotoxin A superfamily,64,,Venom; Venom duct,,Amidation,Disulfide bond:2; Amidation:1,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
P79688,8616,Snake toxin family,86,,Venom gland,,,Disulfide bond:4,,,,,,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q7Z090,61198,Conotoxin I1 superfamily,75,,Venom duct,,Cleavage on pair of basic residues,,,,,,,both,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
P58806,61198,Conantokin family,107,,Venom; Venom duct,,Gamma-carboxyglutamic acid,Gamma-carboxyglutamic acid:4; Disulfide bond:1,,,,,,both,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
P58846,6494,Conotoxin M superfamily,65,,Venom; Venom duct,,Amidation; Cleavage on pair of basic residues; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q9XZL0,6494,Conotoxin O superfamily,76,,Venom duct,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P05483,6491,Conotoxin O superfamily,29,,,,Hydroxylation,Disulfide bond:3; Hydroxylation:2,,,,,,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P83044,8697,Disintegrin family,65,,Venom,,,Disulfide bond:6,,,,,,venom_tissue,Cerastes cerastes,Chordata,Lepidosauria,Squamata,Viperidae,Cerastes,Cerastes cerastes,terrestrial,terrestrial
Q805F6,8713,Contains 1 disintegrin domain,483,,Venom,,Zymogen,Disulfide bond:9,,,,,,venom_tissue,Agkistrodon contortrix contortrix,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon contortrix,terrestrial,terrestrial
P31987,8742,Disintegrin family,71,,Venom,,,Disulfide bond:1,,,,,,venom_tissue,Crotalus viridis viridis,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus viridis,terrestrial,terrestrial
P83370,196418,Peptidase S1 family,376,,Venom gland,,Gamma-carboxyglutamic acid; Glycoprotein; Zymogen,Disulfide bond:11; Gamma-carboxyglutamic acid:11; Glycosylation:2,GO:0007596 (blood coagulation); GO:0009405 (pathogenesis); GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0005509 (calcium ion binding); GO:0003804 (coagulation factor Xa activity),GO:0007596 (blood coagulation); GO:0009405 (pathogenesis); GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0005509 (calcium ion binding); GO:0003804 (coagulation factor Xa activity),,kw_toxin,Hoplocephalus stephensii,Chordata,Lepidosauria,Squamata,Elapidae,Hoplocephalus,Hoplocephalus stephensii,terrestrial,terrestrial
P84191,6887,,24,,Venom,,,,,,,,,venom_tissue,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
P82966,8665,Contains 1 BPTI/Kunitz inhibitor domain,58,,Venom gland,,,Disulfide bond:3,GO:0005576 (extracellular region); GO:0004867 (serine-type endopeptidase inhibitor activity),,GO:0005576 (extracellular region),GO:0004867 (serine-type endopeptidase inhibitor activity),,venom_tissue,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P0C1X5,57059,Short scorpion toxin superfamily,34,,Venom,,,Disulfide bond:3,,,,,,both,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P45629,29941,Short scorpion toxin superfamily,38,,Venom,,,Disulfide bond:3,,,,,,both,Centruroides limpidus limpidus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limpidus,terrestrial,terrestrial
P59870,34647,Short scorpion toxin superfamily,31,,Venom,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
Q86QU2,218467,Ergtoxin family,47,,Venom gland,,,Disulfide bond:4,,,,,,both,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial,terrestrial
P21654,7444,MCD family,14,,Venom,,Amidation,Amidation:1,,,,,,venom_tissue,Vespa basalis,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa basalis,terrestrial,terrestrial
P63175,8742,Snake toxin myotoxin family,45,,Venom,,,Disulfide bond:3,,,,,,both,Crotalus viridis viridis,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus viridis,terrestrial,terrestrial
Q66S03,289382,Contains 1 C-type lectin domain,159,,Venom gland,,,Disulfide bond:2,,,,,,both,Thalassophryne nattereri,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Thalassophryne,Thalassophryne nattereri,marine,marine
Q3HXY9,8673,NGF-beta family,243,,Venom gland,,Cleavage on pair of basic residues; Glycoprotein,Disulfide bond:3; Glycosylation:1,,,,,,venom_tissue,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
P58370,54390,Snake toxin family,86,,Venom gland,,,Disulfide bond:5,,,,,,both,Micrurus corallinus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus corallinus,terrestrial,terrestrial
P01379,8631,Snake toxin family,87,,Venom; Venom gland,LD(50) is 1.24 mg/kg by intramuscular injection.,,Disulfide bond:5,,,,,,both,Laticauda semifasciata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda semifasciata,marine,marine
P15816,8616,Snake toxin family,87,,Venom gland,,,Disulfide bond:5,,,,,,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
P60773,8659,Snake toxin family,61,,Venom,LD(50) is 0.05 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,,both,Naja philippinensis,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja philippinensis,terrestrial,terrestrial
Q9YGJ6,33626,Snake toxin family,83,,Liver,,,Disulfide bond:4,,,,,,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
Q6WP39,39682,Flavin monoamine oxidase family,516,,Venom; Venom gland,,Glycoprotein,Disulfide bond:2; Glycosylation:2,,,,,,both,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q8UW08,8781,Phospholipase A2 family,146,,,,,Disulfide bond:7,,,,,,venom_tissue,Hydrophis hardwickii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis hardwickii,marine,marine
P19000,8630,Phospholipase A2 family,145,,Venom gland,,,Disulfide bond:7,,,,,,venom_tissue,Laticauda laticaudata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda laticaudata,marine,marine
P82895,39682,Phospholipase A2 family,24,fragment,Venom,,,,,,,,,venom_tissue,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q9PUH6,29156,Phospholipase A2 family,145,,Venom gland,,,Disulfide bond:7,,,,,,kw_toxin,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
P59264,88087,Phospholipase A2 family,122,,Venom,,,Disulfide bond:7,,,,,,venom_tissue,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
Q8JFG1,194601,Phospholipase A2 family,138,,Venom gland,,,Disulfide bond:7,,,,,,kw_toxin,Vipera aspis aspis,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera aspis,terrestrial,terrestrial
P59066,29156,Phospholipase A2 family,17,fragment,Venom,,,,,,,,,both,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
P59357,6884,Long (4 C-C) scorpion toxin superfamily,66,,Venom,LD(50) is 28.7 nmol/kg to cockroaches (Blatella germanica).,,Disulfide bond:4,,,,,,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P45697,34649,Long (4 C-C) scorpion toxin superfamily,84,,Venom; Venom gland,LD(50) is 0.75 mg/kg by intravenous injection into mice. LD(50) is 0.53 mg/kg by intravenous injection into tail mice.,,Disulfide bond:4,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P45668,34647,Long (4 C-C) scorpion toxin superfamily,24,fragment,Venom,LD(50) is 2.25 mg/kg in mice by subcutaneous injection.,,,,,,,,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
P58778,218467,Long (4 C-C) scorpion toxin superfamily,66,,Venom,,,Disulfide bond:4,,,,,,both,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial,terrestrial
