Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
Q53B55,8665,Snake three-finger toxin family,94,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q53B53,8665,Snake three-finger toxin family,90,fragment,LD(50) is >300 ug/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:15302536}.,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q53B59,8665,Snake three-finger toxin family,91,,LD(50) is 110 ug/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:15302536}.,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q2VBP3,8665,Snake three-finger toxin family,94,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
A1IVR7,92438,Snake three-finger toxin family,75,fragment,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
P25667,8620,Snake three-finger toxin family,72,,LD(50) is 0.4 mg/kg by subcutaneous injection. {ECO:0000269|Ref.1}.,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
Q8UW28,8781,Snake three-finger toxin family,92,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;,Hydrophis hardwickii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis hardwickii,marine,marine
P0DQQ1,8643,Snake three-finger toxin family,72,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Naja melanoleuca,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja melanoleuca,terrestrial,terrestrial
P25671,35670,Snake three-finger toxin family,71,,LD(50) is 0.10 to 0.15 mg/kg by subcutaneous injection. {ECO:0000269|Ref.1}.,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
P07526,8665,Snake three-finger toxin family,73,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
F8J2D7,66186,Snake three-finger toxin family,108,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Drysdalia coronoides,Chordata,Lepidosauria,Squamata,Elapidae,Drysdalia,Drysdalia coronoides,terrestrial,terrestrial
F8J2E5,66186,Snake three-finger toxin family,92,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Drysdalia coronoides,Chordata,Lepidosauria,Squamata,Elapidae,Drysdalia,Drysdalia coronoides,terrestrial,terrestrial
C0HJD7,8620,Snake three-finger toxin family,72,,,DISULFID:5; MOD_RES:1,"Amidation does not significantly affect toxin selectivity, since the activity profile and binding data are reminiscent of classical long-chain 3-finger toxins with a free carboxyl termini. {ECO:0000269|PubMed:24867092}.",GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
P0DQQ2,8643,Snake three-finger toxin family,71,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Naja melanoleuca,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja melanoleuca,terrestrial,terrestrial
P25672,35670,Snake three-finger toxin family,71,,LD(50) is 0.22 mg/kg by subcutaneous injection. {ECO:0000269|PubMed:7326259}.,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
P80156,8665,Snake three-finger toxin family,72,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q53B58,8665,Snake three-finger toxin family,93,,LD(50) is 120 ug/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:15302536}.,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q53B57,8665,Snake three-finger toxin family,91,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q53B56,8665,Snake three-finger toxin family,91,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P25673,35670,Snake three-finger toxin family,71,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
P80965,8665,Snake three-finger toxin family,72,,LD(50) is 0.25 mg/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:9163519}.,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P82662,8665,Snake three-finger toxin family,91,,LD(50) is 100 ug/kg by intraperitoneal injection into mice.,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
F8J2E1,66186,Snake three-finger toxin family,92,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Drysdalia coronoides,Chordata,Lepidosauria,Squamata,Elapidae,Drysdalia,Drysdalia coronoides,terrestrial,terrestrial
F8J2E2,66186,Snake three-finger toxin family,92,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Drysdalia coronoides,Chordata,Lepidosauria,Squamata,Elapidae,Drysdalia,Drysdalia coronoides,terrestrial,terrestrial
O42257,33626,Snake three-finger toxin family,90,,LD(50) is 0.14 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:14572646}.,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P86522,8605,Snake three-finger toxin family,35,fragment,,DISULFID:3,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Acanthophis antarcticus,Chordata,Lepidosauria,Squamata,Elapidae,Acanthophis,Acanthophis antarcticus,terrestrial,terrestrial
Q7T3J2,92438,Snake three-finger toxin family,95,,LD(50) is 230 ug/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:14505938}.,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
D2N116,132961,Snake three-finger toxin family,76,fragment,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),3: Inferred from homology;,Bungarus caeruleus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus caeruleus,terrestrial,terrestrial
P0C8R7,8628,Snake three-finger toxin family,69,,LD(50) is 0.12 mg/kg by intramuscular injection into mice. {ECO:0000269|PubMed:7159381}.,DISULFID:4,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
P0C8R8,8628,Snake three-finger toxin family,69,,LD(50) is 0.12 mg/kg by intramuscular injection into mice. {ECO:0000269|PubMed:7159381}.,DISULFID:4,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
P13495,8673,Snake three-finger toxin family,71,,LD(50) is 0.015 mg/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:3595609}.,DISULFID:5,,GO:0005576 (extracellular region); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
