Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
O93473,33626,Snake three-finger toxin family,81,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
Q8T0W3,135724,,63,,,,Disulfide bond:3,,,,,Evidence at protein level,venom_tissue,Pimpla hypochondriaca,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Pimpla,Pimpla hypochondriaca,terrestrial,terrestrial
P01447,35670,Snake three-finger toxin family,60,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
P69759,319920,Conotoxin O superfamily,77,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Conus victoriae,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus victoriae,marine,marine
Q91996,8656,Snake three-finger toxin family,83,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P0C1W5,89431,Conotoxin D superfamily,47,,,Hydroxylation,Hydroxylation:3,,,,,Evidence at protein level,both,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine,marine
P18511,6494,Conotoxin O superfamily,78,,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,Evidence at protein level,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P62377,35670,Snake three-finger toxin family,62,,LD(50) is 60 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
Q7Z090,61198,Conotoxin I1 superfamily,75,,,Cleavage on pair of basic residues,Disulfide bond:4,,,,,Evidence at transcript level,both,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
P18512,6494,Conotoxin O superfamily,77,,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,Evidence at transcript level,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q5I2P0,101306,Conotoxin M-1 superfamily,69,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Conus leopardus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus leopardus,marine,marine
P05482,6491,Conotoxin M-4 superfamily,22,,,Amidation; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,,,,,Evidence at protein level,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
Q5K0D1,89431,Conotoxin O superfamily,79,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine,marine
Q2I2R0,89445,Conotoxin O superfamily,89,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine,marine
Q5K0C8,89431,Conotoxin O superfamily,79,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine,marine
Q3BER4,99586,Disintegrin family,115,,,,Disulfide bond:6,,,,,Evidence at protein level,both,Echis ocellatus,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis ocellatus,terrestrial,terrestrial
Q4JCS0,8692,Disintegrin family,83,,,,Disulfide bond:7,,,,,Evidence at transcript level,both,Bitis arietans,Chordata,Lepidosauria,Squamata,Viperidae,Bitis,Bitis arietans,terrestrial,terrestrial
P30431,8724,Contains 1 disintegrin domain,571,fragment,,Glycoprotein; Pyrrolidone carboxylic acid; Zymogen,Disulfide bond:9; Glycosylation:1; Pyrrolidone carboxylic acid:1,,,,,Evidence at transcript level,venom_tissue,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
P20394,8552,Glucagon family,87,,,Amidation; Cleavage on pair of basic residues,Amidation:1,,,,,Evidence at protein level,venom_tissue,Heloderma horridum horridum,Chordata,Lepidosauria,Squamata,Helodermatidae,Heloderma,Heloderma horridum,terrestrial,terrestrial
P85146,406443,Omega-agatoxin superfamily,31,fragment,,,,,,,,Evidence at protein level,venom_tissue,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial,terrestrial
P85236,406443,,29,fragment,,,,,,,,Evidence at protein level,venom_tissue,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial,terrestrial
P00985,8626,Contains 1 BPTI/Kunitz inhibitor domain,57,,,,Disulfide bond:3,,,,,Evidence at protein level,venom_tissue,Hemachatus haemachatus,Chordata,Lepidosauria,Squamata,Elapidae,Hemachatus,Hemachatus haemachatus,terrestrial,terrestrial
P0C2X7,278060,Huwentoxin-1 superfamily,34,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P0C185,309814,Short scorpion toxin superfamily,40,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Tityus costatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus costatus,terrestrial,terrestrial
P24662,6860,Short scorpion toxin superfamily,38,,,Amidation,Disulfide bond:3; Amidation:1,,,,,Evidence at protein level,both,Androctonus mauritanicus mauritanicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus mauritanicus,terrestrial,terrestrial
P0C166,246982,Short scorpion toxin superfamily,35,,,Amidation; Pyrrolidone carboxylic acid,Disulfide bond:4; Amidation:1; Pyrrolidone carboxylic acid:1,,,,,Evidence at protein level,both,Anuroctonus phaiodactylus,Arthropoda,Arachnida,Scorpiones,Chactidae,Anuroctonus,Anuroctonus phaiodactylus,terrestrial,terrestrial
Q86QU5,218467,Ergtoxin family,43,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial,terrestrial
Q1ELV0,379576,Latarcin family,97,,,,,,,,,Evidence at transcript level,both,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial,terrestrial
P0C2U9,434756,,19,,,,,,,,,Evidence at protein level,venom_tissue,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
Q9YI92,242054,Contains 1 C-type lectin domain,146,,,,Disulfide bond:4,GO:0007596 (blood coagulation),GO:0007596 (blood coagulation),,,Evidence at protein level,venom_tissue,Gloydius blomhoffii,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius blomhoffii,terrestrial,terrestrial
Q66S17,289382,Natterin family,364,,,,,,,,,Evidence at protein level,both,Thalassophryne nattereri,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Thalassophryne,Thalassophryne nattereri,marine,marine
Q3HXX9,196418,NGF-beta family,245,,,Cleavage on pair of basic residues; Glycoprotein,Disulfide bond:3; Glycosylation:1,,,,,Evidence at transcript level,both,Hoplocephalus stephensii,Chordata,Lepidosauria,Squamata,Elapidae,Hoplocephalus,Hoplocephalus stephensii,terrestrial,terrestrial
P0C553,8613,Snake three-finger toxin family,79,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Bungarus fasciatus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus fasciatus,terrestrial,terrestrial
P01391,8649,Snake three-finger toxin family,71,,LD(50) is 0.1 mg/kg by intravenous injection.,,Disulfide bond:5,,,,,Evidence at protein level,both,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial,terrestrial
P25672,35670,Snake three-finger toxin family,71,,LD(50) is 0.22 mg/kg by subcutaneous injection.,,Disulfide bond:5,,,,,Evidence at protein level,both,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial,terrestrial
P60235,8618,Snake three-finger toxin family,40,fragment,,,Disulfide bond:1,,,,,Evidence at protein level,both,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
Q2VBP0,8665,Snake three-finger toxin family,78,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q45Z11,8667,Snake three-finger toxin family,83,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Oxyuranus scutellatus scutellatus,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,terrestrial,terrestrial
P01421,8641,Snake three-finger toxin family,61,,LD(50) is 62.5 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Naja annulifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,terrestrial,terrestrial
P59072,8673,Snake three-finger toxin family,11,fragment,LD(50) is 0.84 mg/kg by intravenous injection.,,,,,,,Evidence at protein level,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
P0C2D3,8702,Flavin monoamine oxidase family,27,fragment,,Glycoprotein,,GO:0001716 (L-amino-acid oxidase activity),,,GO:0001716 (L-amino-acid oxidase activity),Evidence at protein level,both,Eristicophis macmahoni,Chordata,Lepidosauria,Squamata,Viperidae,Eristicophis,Eristicophis macmahoni,terrestrial,terrestrial
Q9PUG9,29156,Phospholipase A2 family,144,,,,Disulfide bond:7,,,,,Evidence at transcript level,both,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
P60043,195058,Phospholipase A2 family,126,fragment,,,Disulfide bond:7,,,,,Evidence at protein level,venom_tissue,Naja sagittifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sagittifera,terrestrial,terrestrial
P20249,242054,Phospholipase A2 family,122,,,,Disulfide bond:7,,,,,Evidence at protein level,venom_tissue,Gloydius blomhoffii,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius blomhoffii,terrestrial,terrestrial
Q9I968,103944,Phospholipase A2 family,138,,,,Disulfide bond:7,,,,,Evidence at transcript level,venom_tissue,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
P20252,8670,Phospholipase A2 family,118,,LD(50) is 0.09 mg/kg by intravenous injection.,,Disulfide bond:7,,,,,Evidence at protein level,venom_tissue,Pseudechis australis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudechis,Pseudechis australis,terrestrial,terrestrial
Q7T1R1,8615,Phospholipase A2 family,146,,,,Disulfide bond:7,,,,,Evidence at protein level,both,Bungarus flaviceps flaviceps,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus flaviceps,terrestrial,terrestrial
P62022,8732,Phospholipase A2 family,138,,,,Disulfide bond:7,,,,,Evidence at protein level,both,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
Q9I843,8631,Phospholipase A2 family,145,,,,Disulfide bond:7,,,,,Evidence at transcript level,venom_tissue,Laticauda semifasciata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda semifasciata,marine,marine
P20381,88087,Phospholipase A2 family,138,,,,Disulfide bond:7,,,,,Evidence at protein level,both,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
P82971,30195,Phospholipase A2 family,136,,,Glycoprotein,Disulfide bond:5; Glycosylation:1,,,,,Evidence at protein level,venom_tissue,Bombus terrestris,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,terrestrial,terrestrial
P82416,118888,,30,,,,,,,,,Evidence at protein level,venom_tissue,Neoponera goeldii,Arthropoda,Insecta,Hymenoptera,Formicidae,Neoponera,Neoponera goeldii,terrestrial,terrestrial
P84388,291283,,14,,,Acetylation,Acetylation:1,GO:0006935 (chemotaxis); GO:0043306 (positive regulation of mast cell degranulation); GO:0005576 (extracellular region),GO:0006935 (chemotaxis); GO:0043306 (positive regulation of mast cell degranulation),GO:0005576 (extracellular region),,Evidence at protein level,both,Polybia paulista,Arthropoda,Insecta,Hymenoptera,Vespidae,Polybia,Polybia paulista,terrestrial,terrestrial
P69392,308766,,13,,,,,,,,,Evidence at protein level,both,Batozonellus maculifrons,Arthropoda,Insecta,Hymenoptera,Pompilidae,Batozonellus,Batozonellus maculifrons,terrestrial,terrestrial
P81397,8717,Contains 1 C-type lectin domain,133,,,,Disulfide bond:3,,,,,Evidence at protein level,venom_tissue,Calloselasma rhodostoma,Chordata,Lepidosauria,Squamata,Viperidae,Calloselasma,Calloselasma rhodostoma,terrestrial,terrestrial
Q68PH4,6879,Long (4 C-C) scorpion toxin superfamily,87,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at protein level,both,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
P18927,6877,Long (4 C-C) scorpion toxin superfamily,30,fragment,,,,,,,,Evidence at protein level,both,Centruroides tecomanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides tecomanus,terrestrial,terrestrial
Q1I177,57059,Long (4 C-C) scorpion toxin superfamily,73,fragment,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at protein level,both,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
P60267,6881,Long (4 C-C) scorpion toxin superfamily,66,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at protein level,both,Centruroides suffusus suffusus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides suffusus,terrestrial,terrestrial
Q9BLM4,6858,Long (4 C-C) scorpion toxin superfamily,85,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at transcript level,both,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
P0C5J6,470425,Long (3 C-C) scorpion toxin superfamily,17,fragment,,,,,,,,Evidence at protein level,both,Parabuthus liosoma,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus liosoma,terrestrial,terrestrial
P0C5I7,6884,Long (4 C-C) scorpion toxin superfamily,85,,"PD(50) is 19 ng/100 mg of body weight of Sarcophaga larvae for contraction paralysis, and 85 ng/100 mg for flaccid paralysis.",Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at protein level,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
Q9Y1U3,34649,Long (4 C-C) scorpion toxin superfamily,85,,,,Disulfide bond:4,,,,,Inferred from homology,kw_toxin,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P0C2K5,58216,Spider sphingomyelinase family,7,fragment,,,,GO:0050290 (sphingomyelin phosphodiesterase D activity),,,GO:0050290 (sphingomyelin phosphodiesterase D activity),Evidence at protein level,both,Loxosceles gaucho,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles gaucho,terrestrial,terrestrial
P68726,6884,Long (4 C-C) scorpion toxin superfamily,85,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at transcript level,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P84464,55084,,4,,,,,,,,,Evidence at protein level,both,Pandinus imperator,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,terrestrial,terrestrial
P01410,8618,Snake three-finger toxin family,62,,,,,,,,,Evidence at protein level,both,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P0C294,122909,Long (3 C-C) scorpion toxin superfamily,80,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial,terrestrial
P84031,272752,Omega-agatoxin superfamily,58,,,,Disulfide bond:6,,,,,Evidence at protein level,both,Phoneutria reidyi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria reidyi,terrestrial,terrestrial
P61510,29932,Huwentoxin-2 family,39,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Aphonopelma sp.,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma,Aphonopelma sp.,terrestrial,terrestrial
Q6B4T3,58218,,86,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Loxosceles intermedia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles intermedia,terrestrial,terrestrial
P0C5G4,6112,Sea anemone sodium channel inhibitory toxin family,49,,,,Disulfide bond:3,,,,,Inferred from homology,kw_toxin,Anthopleura xanthogrammica,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura xanthogrammica,marine,marine
P25681,8620,Snake three-finger toxin family,61,,LD(50) is 2.1 +/- 0.2 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
P14531,6114,Sea anemone sodium channel inhibitory toxin family,79,,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,Evidence at protein level,kw_toxin,Calliactis parasitica,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Calliactis,Calliactis parasitica,marine,marine
P01414,8620,Snake three-finger toxin family,60,,LD(50) is 8 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
P56853,432528,Huwentoxin-1 superfamily,35,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Grammostola rosea,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,Grammostola rosea,terrestrial,terrestrial
Q5Q114,268490,Huwentoxin-2 family,99,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Lasiodora parahybana,Arthropoda,Arachnida,Araneae,Theraphosidae,Lasiodora,Lasiodora parahybana,terrestrial,terrestrial
P11058,6908,Mu-agatoxin family,37,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial,terrestrial
P36985,33319,Plectoxin superfamily,79,fragment,,,Disulfide bond:5,,,,,Evidence at protein level,both,Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,terrestrial,terrestrial
Q8MMJ7,167108,Scorpion toxin IsCT family,68,,,Amidation; Cleavage on pair of basic residues,Amidation:1,,,,,Evidence at protein level,both,Opisthacanthus madagascariensis,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Opisthacanthus,Opisthacanthus madagascariensis,terrestrial,terrestrial
Q2VBN3,8665,Snake three-finger toxin family,83,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q9IAY3,36307,Snake venom metalloproteinase family,400,fragment,,Zymogen,Disulfide bond:3,,,,,Evidence at transcript level,both,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
