Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM,Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat
O42255,33626,Snake three-finger toxin family,86,,,,3: Inferred from homology;,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial
C1IC49,64182,Snake three-finger toxin family,86,,LD(50) is 0.2 mg/kg by intraperitoneal injection in mice. {ECO:0000269|PubMed:960110}.,,1: Evidence at protein level;,Walterinnesia aegyptia,Chordata,Lepidosauria,Squamata,Elapidae,Walterinnesia,Walterinnesia aegyptia,terrestrial
P29180,35670,Snake three-finger toxin family,65,,,,1: Evidence at protein level;,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial
O42256,33626,Snake three-finger toxin family,86,,,,3: Inferred from homology;,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial
P29181,35670,Snake three-finger toxin family,65,,,,1: Evidence at protein level;,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial
A2CKF6,8613,Snake three-finger toxin family,86,,,,1: Evidence at protein level;,Bungarus fasciatus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus fasciatus,terrestrial
P29182,35670,Snake three-finger toxin family,65,,,,1: Evidence at protein level;,Naja naja,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja naja,terrestrial
Q802B3,33626,Snake three-finger toxin family,86,,,,3: Inferred from homology;,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial
P25679,8649,Snake three-finger toxin family,64,,LD(50) is 82 mg/kg by intravenous injection. {ECO:0000269|PubMed:7380387}.,,1: Evidence at protein level;,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial
Q9W7I3,33626,Snake three-finger toxin family,86,,,,3: Inferred from homology;,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial
P25680,8655,Snake three-finger toxin family,65,,LD(50) is 16 mg/kg by intravenous injection. {ECO:0000269|PubMed:7380387}.,,1: Evidence at protein level;,Naja nivea,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja nivea,terrestrial
Q802B2,33626,Snake three-finger toxin family,86,,,,3: Inferred from homology;,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial
P01401,8642,Snake three-finger toxin family,65,,LD(50) is 13.4 mg/kg by subcutaneous injection. {ECO:0000269|PubMed:710433}.,,1: Evidence at protein level;,Naja haje haje,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja haje,terrestrial
P01400,8643,Snake three-finger toxin family,65,,LD(50) is >20 mg/kg by intravenous injection. {ECO:0000269|PubMed:1164509}.,,1: Evidence at protein level;,Naja melanoleuca,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja melanoleuca,terrestrial
P01399,96794,Snake three-finger toxin family,65,,LD(50) is 4.82 mg/kg by intravenous injection. {ECO:0000269|PubMed:1213685}.,,1: Evidence at protein level;,Naja annulifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,terrestrial
O93422,8656,Snake three-finger toxin family,86,,,,3: Inferred from homology;,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial
P60814,8656,Snake three-finger toxin family,86,,,,3: Inferred from homology;,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial
A2CKF7,8613,Snake three-finger toxin family,86,,,,1: Evidence at protein level;,Bungarus fasciatus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus fasciatus,terrestrial
P82935,8649,Snake three-finger toxin family,86,,,,1: Evidence at protein level;,Naja kaouthia,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja kaouthia,terrestrial
P85520,8657,Snake three-finger toxin family,65,,,,1: Evidence at protein level;,Naja oxiana,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja oxiana,terrestrial
Q53B61,8665,Snake three-finger toxin family,81,fragment,,,2: Evidence at transcript level;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial
Q70WS8,8616,Snake three-finger toxin family,84,,,,3: Inferred from homology;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial
P58370,54390,Snake three-finger toxin family,86,,,,1: Evidence at protein level;,Micrurus corallinus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus corallinus,terrestrial
P15818,8616,Snake three-finger toxin family,87,,,,1: Evidence at protein level;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial
P81783,92438,Snake three-finger toxin family,87,,,,1: Evidence at protein level;,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial
Q9YGH9,8616,Snake three-finger toxin family,89,,,,3: Inferred from homology;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial
O12963,8616,Snake three-finger toxin family,89,,,,3: Inferred from homology;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial
Q9YGJ0,8616,Snake three-finger toxin family,89,,LD(50) is 0.15 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:10082161}.,,1: Evidence at protein level;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial
Q9YGH0,8616,Snake three-finger toxin family,103,,,,3: Inferred from homology;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial
Q8JFX7,8616,Snake three-finger toxin family,103,,,,1: Evidence at protein level;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial
Q9PW19,8616,Snake three-finger toxin family,103,,,,1: Evidence at protein level;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial
P25682,8619,Snake three-finger toxin family,63,,LD(50) is 10 mg/kg by intravenous injection. {ECO:0000269|Ref.1}.,,1: Evidence at protein level;,Dendroaspis jamesoni kaimosae,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,terrestrial
P81782,92438,Snake three-finger toxin family,63,,,,1: Evidence at protein level;,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial
C0HJT4,8618,Snake three-finger toxin family,63,,,Contains 4 disulfide bonds. {ECO:0000269|PubMed:27044983}.,1: Evidence at protein level;,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial
C0HKZ8,64182,Snake three-finger toxin family,63,,,,1: Evidence at protein level;,Walterinnesia aegyptia,Chordata,Lepidosauria,Squamata,Elapidae,Walterinnesia,Walterinnesia aegyptia,terrestrial
A7X3M9,338838,Snake three-finger toxin family,85,,,,3: Inferred from homology;,Erythrolamprus poecilogyrus,Chordata,Lepidosauria,Squamata,Dipsadidae,Erythrolamprus,Erythrolamprus poecilogyrus,terrestrial
A7X3R6,46577,Snake three-finger toxin family,85,,,,3: Inferred from homology;,Leioheterodon madagascariensis,Chordata,Lepidosauria,Squamata,Lamprophiidae,Leioheterodon,Leioheterodon madagascariensis,terrestrial
C0HJR1,430902,Snake three-finger toxin family,64,,LD(50) is 0.013-0.027 mg/kg by intracerebroventricular injection in mice. {ECO:0000269|PubMed:25675485}.,,1: Evidence at protein level;,Micrurus mipartitus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus mipartitus,terrestrial
C0HJR2,430902,Snake three-finger toxin family,64,,LD(50) is 0.01 mg/kg by intracerebroventricular injection in mice. {ECO:0000269|PubMed:25675485}.,,1: Evidence at protein level;,Micrurus mipartitus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus mipartitus,terrestrial
P86096,129470,Snake three-finger toxin family,64,,,,1: Evidence at protein level;,Micrurus surinamensis,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus surinamensis,terrestrial
P86423,129461,Snake three-finger toxin family,64,,,,1: Evidence at protein level;,Micrurus frontalis,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus frontalis,terrestrial
P86098,129470,Snake three-finger toxin family,64,,,,1: Evidence at protein level;,Micrurus surinamensis,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus surinamensis,terrestrial
P86424,129461,Snake three-finger toxin family,64,,,,1: Evidence at protein level;,Micrurus frontalis,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus frontalis,terrestrial
P86099,129470,Snake three-finger toxin family,64,,,,1: Evidence at protein level;,Micrurus surinamensis,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus surinamensis,terrestrial
P01419,8619,Snake three-finger toxin family,58,,LD(50) is 5.5 mg/kg by intravenous injection. {ECO:0000269|PubMed:465532}.,,1: Evidence at protein level;,Dendroaspis jamesoni kaimosae,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,terrestrial
Q7T2I1,8630,Snake three-finger toxin family,82,fragment,,,3: Inferred from homology;,Laticauda laticaudata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda laticaudata,marine
Q8UW27,8781,Snake three-finger toxin family,81,,LD(50) is 0.2192 by intraperitoneal injection into mice. {ECO:0000269|PubMed:12040423}.,,3: Inferred from homology;,Hydrophis hardwickii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis hardwickii,marine
P01412,8665,Snake three-finger toxin family,83,,LD(50) is >250 mg/kg by subcutaneous injection. {ECO:0000269|PubMed:881163}.,,1: Evidence at protein level;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial
C0HJI9,8613,Snake three-finger toxin family,25,fragment,,,1: Evidence at protein level;,Bungarus fasciatus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus fasciatus,terrestrial
Q69CJ8,8665,Snake three-finger toxin family,83,,,,3: Inferred from homology;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial
P01434,8605,Snake three-finger toxin family,62,,LD(50) is 0.08 mg/kg by intramuscular injection into mice. {ECO:0000269|PubMed:7337702}.,,1: Evidence at protein level;,Acanthophis antarcticus,Chordata,Lepidosauria,Squamata,Elapidae,Acanthophis,Acanthophis antarcticus,terrestrial
P32879,8678,Snake three-finger toxin family,60,,LD(50) is 0.067 mg/kg by intramuscular injection into mice. {ECO:0000269|PubMed:1259717}.,,1: Evidence at protein level;,Aipysurus laevis,Chordata,Lepidosauria,Squamata,Elapidae,Aipysurus,Aipysurus laevis,marine
A8S6A4,29156,Snake three-finger toxin family,81,,,,3: Inferred from homology;,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial
P10808,8613,Snake three-finger toxin family,64,,,,1: Evidence at protein level;,Bungarus fasciatus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus fasciatus,terrestrial
A8HDJ7,292442,Snake three-finger toxin family,81,,,,3: Inferred from homology;,Cryptophis nigrescens,Chordata,Lepidosauria,Squamata,Elapidae,Cryptophis,Cryptophis nigrescens,terrestrial
A6MFK6,412038,Snake three-finger toxin family,84,,,,3: Inferred from homology;,Demansia vestigiata,Chordata,Lepidosauria,Squamata,Elapidae,Demansia,Demansia vestigiata,terrestrial
P01417,8619,Snake three-finger toxin family,60,,LD(50) is 0.11 mg/kg by subcutaneous injection. {ECO:0000269|PubMed:4204636}.,,1: Evidence at protein level;,Dendroaspis jamesoni kaimosae,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,terrestrial
P01416,8620,Snake three-finger toxin family,60,,LD(50) is 0.09 mg/kg by subcutaneous injection.,,1: Evidence at protein level;,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial
P01418,8621,Snake three-finger toxin family,60,,LD(50) is 0.08 mg/kg by intraperitoneal injection. {ECO:0000269|PubMed:4855008}.,,1: Evidence at protein level;,Dendroaspis viridis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis viridis,terrestrial
P01425,8626,Snake three-finger toxin family,61,,LD(50) is 0.11 mg/kg by intravenous injection. {ECO:0000269|PubMed:5545078}.,,1: Evidence at protein level;,Hemachatus haemachatus,Chordata,Lepidosauria,Squamata,Elapidae,Hemachatus,Hemachatus haemachatus,terrestrial
A8HDJ9,196418,Snake three-finger toxin family,81,,,,3: Inferred from homology;,Hoplocephalus stephensii,Chordata,Lepidosauria,Squamata,Elapidae,Hoplocephalus,Hoplocephalus stephensii,terrestrial
P25494,8686,Snake three-finger toxin family,60,,,,1: Evidence at protein level;,Hydrophis cyanocinctus,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis cyanocinctus,marine
P68416,8781,Snake three-finger toxin family,81,,LD(50) is 0.0956 mg/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:12040423}.,,1: Evidence at protein level;,Hydrophis hardwickii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis hardwickii,marine
P01437,8684,Snake three-finger toxin family,60,,LD(50) is 0.09 mg/kg by intramuscular injection into mice. {ECO:0000269|PubMed:6615431}.,,1: Evidence at protein level;,Hydrophis lapemoides,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis lapemoides,marine
P68413,8685,Snake three-finger toxin family,60,,,,1: Evidence at protein level;,Hydrophis ornatus,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis ornatus,marine
Q5UFR8,8676,Snake three-finger toxin family,81,,"LD(50) is 0.170 mg/kg by intravenous injection into mice for the minor toxin, and 0.125 mg/kg for the major toxin. {ECO:0000269|PubMed:3202959, ECO:0000269|PubMed:3341735}.",,1: Evidence at protein level;,Hydrophis peronii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis peronii,marine
P68415,8682,Snake three-finger toxin family,60,,LD(50) is 0.2 mg/kg by intravenous injection. {ECO:0000269|PubMed:4676045}.,,1: Evidence at protein level;,Hydrophis schistosus,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis schistosus,marine
P68412,355677,Snake three-finger toxin family,60,,LD(50) is 0.13 mg/kg by intramuscular injection into mice. {ECO:0000269|PubMed:743209}.,,1: Evidence at protein level;,Hydrophis stokesii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis stokesii,marine
Q9YGC2,8630,Snake three-finger toxin family,83,,,,3: Inferred from homology;,Laticauda laticaudata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda laticaudata,marine
P86420,129461,Snake three-finger toxin family,56,fragment,LD(50) is 0.25-0.5 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:9278969}.,,1: Evidence at protein level;,Micrurus frontalis,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus frontalis,terrestrial
K9MCH1,1240351,Snake three-finger toxin family,81,,LD(50) is 63.5 ug/kg by intravenous injection into mice (1.27 ug/mouse). {ECO:0000269|PubMed:23438486}.,,1: Evidence at protein level;,Micrurus laticollaris,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus laticollaris,terrestrial
P80548,8635,Snake three-finger toxin family,60,,LD(50) is 65 ug/kg by intraperitoneal injection into mice (1.3 ug/mouse). {ECO:0000269|PubMed:8665942}.,,1: Evidence at protein level;,Micrurus nigrocinctus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus nigrocinctus,terrestrial
P86095,129470,Snake three-finger toxin family,59,,,,1: Evidence at protein level;,Micrurus surinamensis,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus surinamensis,terrestrial
P34075,8610,Snake three-finger toxin family,61,,LD(50) is 0.052 mg/kg by intraperitoneal injection. {ECO:0000269|PubMed:1814007}.,,1: Evidence at protein level;,Naja annulata annulata,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulata,terrestrial
P34076,8611,Snake three-finger toxin family,62,,LD(50) is 0.083 mg/kg by intraperitoneal injection. {ECO:0000269|PubMed:1814007}.,,1: Evidence at protein level;,Naja christyi,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja christyi,terrestrial
P68417,96794,Snake three-finger toxin family,61,,LD(50) is 0.105 mg/kg by subcutaneous injection. {ECO:0000269|PubMed:4308169}.,,1: Evidence at protein level;,Naja annulifera,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja annulifera,terrestrial
P68418,8642,Snake three-finger toxin family,61,,LD(50) is 0.10 mg/kg by intravenous injection. {ECO:0000269|PubMed:718974}.,,1: Evidence at protein level;,Naja haje haje,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja haje,terrestrial
P01424,8643,Snake three-finger toxin family,61,,,,1: Evidence at protein level;,Naja melanoleuca,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja melanoleuca,terrestrial
P01431,8644,Snake three-finger toxin family,62,,LD(50) is 0.04 mg/kg by subcutaneous injection. {ECO:0000269|PubMed:923577}.,,1: Evidence at protein level;,Naja mossambica,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja mossambica,terrestrial
P68419,8655,Snake three-finger toxin family,61,,LD(50) is 0.086 mg/kg by intravenous injection. {ECO:0000269|PubMed:4995745}.,,1: Evidence at protein level;,Naja nivea,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja nivea,terrestrial
P01427,8657,Snake three-finger toxin family,61,,,,1: Evidence at protein level;,Naja oxiana,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja oxiana,terrestrial
P01426,8658,Snake three-finger toxin family,61,,LD(50) is 0.036 mg/kg by subcutaneous injection. {ECO:0000269|Ref.1}.,,1: Evidence at protein level;,Naja pallida,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja pallida,terrestrial
P60773,8659,Snake three-finger toxin family,61,,LD(50) is 0.05 mg/kg by intravenous injection.,,1: Evidence at protein level;,Naja philippinensis,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja philippinensis,terrestrial
P60774,8660,Snake three-finger toxin family,61,,,,1: Evidence at protein level;,Naja samarensis,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja samarensis,terrestrial
A8HDK0,70142,Snake three-finger toxin family,81,,,,3: Inferred from homology;,Notechis scutatus scutatus,Chordata,Lepidosauria,Squamata,Elapidae,Notechis,Notechis scutatus,terrestrial
Q45Z11,8667,Snake three-finger toxin family,83,,LD(50) is 63 ug/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:8672493}.,,1: Evidence at protein level;,Oxyuranus scutellatus scutellatus,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,terrestrial
P25497,8670,Snake three-finger toxin family,83,,LD(50) is 0.076 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:4091794}.,,1: Evidence at protein level;,Pseudechis australis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudechis,Pseudechis australis,terrestrial
A8HDJ4,8671,Snake three-finger toxin family,83,,,,3: Inferred from homology;,Pseudechis porphyriacus,Chordata,Lepidosauria,Squamata,Elapidae,Pseudechis,Pseudechis porphyriacus,terrestrial
