Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence
P15471,Conus striatus (Striated cone),6493,Conotoxin A-superfamily,64,,,DISULFID:2; MOD_RES:1,,,,
P28879,Conus striatus (Striated cone),6493,Conotoxin A-superfamily,72,,,DISULFID:3,,,,
P58804,Conus radiatus (Rayed cone),61198,Conotoxin O-superfamily,33,,,DISULFID:3; MOD_RES:7,,,,
P58845,Conus textile (Cloth-of-gold cone),6494,Conotoxin O-superfamily,23,,,DISULFID:3; MOD_RES:1,,,,
P60179,Conus amadis (Amadis cone),198732,Conotoxin O-superfamily,26,,,DISULFID:3; MOD_RES:1,,,,
Q9TWM7,Conus gloriamaris (Glory of the sea),37336,Conotoxin O-superfamily,29,,,DISULFID:3,,,,
P58913,Conus purpurascens (Purple cone),41690,Conotoxin O-superfamily,81,,,DISULFID:3; MOD_RES:3,The difference between delta-conotoxin PVIA and [deamido]- delta-conotoxin PVIA lies in the state of amidation of Gly-80.,,,
P56710,Conus nigropunctatus (Black-spot cone),39967,Conotoxin O-superfamily,31,,,DISULFID:3; MOD_RES:2,,,,
P60513,Conus ermineus (Atlantic fish-hunting cone),55423,Conotoxin O-superfamily,32,,"Dose that produces hyperactivity (ED(50)) is 1.8 pmol/g body mass (native toxin), 1.9 pmol/g body mass (synthetic toxin), and 3.9 pmol/g body mass (P13A mutant).",DISULFID:3; MOD_RES:2,,,,
P18511,Conus textile (Cloth-of-gold cone),6494,Conotoxin O-superfamily,78,,,DISULFID:3,,,,
P24159,Conus textile (Cloth-of-gold cone),6494,Conotoxin O-superfamily,27,,,DISULFID:3,,,,
P81755,Conus textile (Cloth-of-gold cone),6494,Conotoxin T-superfamily,67,,,DISULFID:2; CARBOHYD:1; MOD_RES:4,O-glycan consists of the disaccharide Gal-GalNAc.,,,
P58928,Conus consors (Singed cone),101297,,30,,,DISULFID:3; MOD_RES:3,Position 7 seems to be a glycosylated Ser or Thr.,,,
P58922,Conus textile (Cloth-of-gold cone),6494,Conotoxin O-superfamily,31,,,DISULFID:3; MOD_RES:7,,,,
P56711,Conus pennaceus (Feathered cone),37335,Conotoxin O-superfamily,32,,,MOD_RES:3,Contains three disulfide bonds.,,,
P15472,Conus geographus (Geography cone),6491,Conotoxin O-superfamily,34,,,DISULFID:3; MOD_RES:3,,,,
P19003,Aspidelaps scutatus (Shield-nose snake),8607,Snake toxin family,63,,LD(50) is 6.6 mg/kg by intravenous injection.,DISULFID:4,,,,
P19004,Aspidelaps scutatus (Shield-nose snake),8607,Snake toxin family,64,,LD(50) is 9.4 mg/kg by intravenous injection.,DISULFID:4,,,,
Q9W716,Naja atra (Chinese cobra),8656,Snake toxin family,83,,,DISULFID:4,,,,
P24742,Maticora bivirgata (Long-glanded coral snake) (Calliophis bivirgata),8633,Snake toxin family,41,fragment,,DISULFID:2,,,,
Q91137,Naja atra (Chinese cobra),8656,Snake toxin family,83,,,DISULFID:4,,,,
P79688,Bungarus multicinctus (Many-banded krait),8616,Snake toxin family,86,,,DISULFID:4,,,,
P24778,Hemachatus haemachatus (Ringhals) (Sepedon haemachatus),8626,Snake toxin family,63,,LD(50) is 33.5 mg/kg by intravenous injection.,DISULFID:4,,,,
P62375,Naja atra (Chinese cobra),8656,Snake toxin family,83,,,DISULFID:4,,,,
P14541,Naja kaouthia (Monocled cobra) (Naja siamensis),8649,Snake toxin family,62,,,DISULFID:4,,,,
P62377,Naja naja (Indian cobra),35670,Snake toxin family,62,,LD(50) is 60 mg/kg by subcutaneous injection.,DISULFID:4,,,,
Q7Z0A5,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,45,fragment,,,Contains four disulfide bonds (By similarity).,,,
Q7Z0A0,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,44,fragment,,,Contains four disulfide bonds (By similarity).,,,
Q7Z0A4,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,45,fragment,,,Contains four disulfide bonds (By similarity).,,,
Q7Z0A3,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,45,fragment,,,Contains four disulfide bonds (By similarity).,,,
Q7Z092,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,46,,,MOD_RES:3,Contains four disulfide bonds.,,,
Q7Z0A2,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,42,,,,Contains four disulfide bonds (By similarity).,,,
Q7Z0A1,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,42,,,,Contains four disulfide bonds (By similarity).,,,
Q7Z093,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,46,,,MOD_RES:3,Contains four disulfide bonds (By similarity).,,,
Q7Z097,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,46,fragment,,,Contains four disulfide bonds (By similarity).,,,
Q7Z0A6,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,42,,,,Contains four disulfide bonds (By similarity).,,,
Q7Z099,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,46,fragment,,,Contains four disulfide bonds (By similarity).,,,
Q7Z090,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,40,,,,Contains four disulfide bonds (By similarity).,,,
Q7Z096,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,44,fragment,,MOD_RES:4,Contains four disulfide bonds.,,,
Q7Z098,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,46,fragment,,,Contains four disulfide bonds (By similarity).,,,
Q7Z094,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,46,,,MOD_RES:4,Contains four disulfide bonds.,,,
Q7Z095,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,46,,,MOD_RES:3,Contains four disulfide bonds (By similarity).,,,
Q7Z091,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,41,,,MOD_RES:3,Contains four disulfide bonds.,,,
Q7M4K5,Conus radiatus (Rayed cone),61198,Conotoxin I-superfamily,37,,,MOD_RES:3,Contains four disulfide bonds.,,,
P58921,Conus striatus (Striated cone),6493,Conotoxin A-superfamily,69,,,DISULFID:3; CARBOHYD:1; MOD_RES:5,O-linked glycan consists of Hex3-HexNAc2 disaccharide (Probable).,,,
P56633,Conus purpurascens (Purple cone),41690,Conotoxin O-superfamily,72,,,DISULFID:3; MOD_RES:1,,,,
P07231,Conus geographus (Geography cone),6491,Conantokin family,100,,,MOD_RES:6,,,,
P18512,Conus textile (Cloth-of-gold cone),6494,Conotoxin O-superfamily,77,,,DISULFID:3,,,,
P18513,Conus textile (Cloth-of-gold cone),6494,Conotoxin O-superfamily,77,,,DISULFID:3,,,,
P58806,Conus radiatus (Rayed cone),61198,Conantokin family,27,,,DISULFID:1; MOD_RES:4,,,,
P17684,Conus tulipa (Fish-hunting cone snail) (Tulip cone),6495,Conantokin family,21,,,MOD_RES:5,,,,
Q7YZS9,Conus virgo (Virgin cone),89427,Conotoxin O-superfamily,67,,,,Contains four disulfide bonds.,,,
P58807,Conus marmoreus (Marble cone),42752,Chi/lambda-conotoxin family,11,,,DISULFID:2; MOD_RES:1,,,,
P58808,Conus marmoreus (Marble cone),42752,Chi/lambda-conotoxin family,61,,,DISULFID:2; MOD_RES:1,,,,
P58809,Conus marmoreus (Marble cone),42752,Chi/lambda-conotoxin family,12,,,DISULFID:2; MOD_RES:1,,,,
P58810,Conus marmoreus (Marble cone),42752,Chi/lambda-conotoxin family,13,,,DISULFID:2; MOD_RES:1,,,,
Q9PW19,Bungarus multicinctus multicinctus (Many-banded krait),102640,Snake toxin family,103,,,DISULFID:5,,,,
Q9YGH0,Bungarus multicinctus (Many-banded krait),8616,Snake toxin family,103,,,DISULFID:5,,,,
P01523,Conus geographus (Geography cone),6491,Conotoxin M-superfamily,22,,,DISULFID:3; MOD_RES:4,,,,
P58925,Conus purpurascens (Purple cone),41690,Conotoxin M-superfamily,27,fragment,,DISULFID:3; MOD_RES:4,,,,
P60207,Conus stercusmuscarum (Fly-specked cone),89452,Conotoxin M-superfamily,31,fragment,,DISULFID:3; MOD_RES:1,SmIIIA' is a putative isoform where the N-terminal AA is missing.,,,
Q86DU6,Conus striatus (Striated cone),6493,Conotoxin M-superfamily,73,,,DISULFID:3; MOD_RES:1,,,,
P01524,Conus geographus (Geography cone),6491,Conotoxin M-superfamily,22,,,DISULFID:3; MOD_RES:4,,,,
P05482,Conus geographus (Geography cone),6491,Conotoxin M-superfamily,22,,,DISULFID:3; MOD_RES:4,,,,
P58926,Conus pennaceus (Feathered cone),37335,Conotoxin M-superfamily,17,,,DISULFID:3,,,,
P58927,Conus pennaceus (Feathered cone),37335,Conotoxin M-superfamily,17,,,DISULFID:3,,,,
P56708,Conus marmoreus (Marble cone),42752,Conotoxin O-superfamily,31,,,DISULFID:3,,,,
Q26443,Conus marmoreus (Marble cone),42752,Conotoxin O-superfamily,82,,,DISULFID:3,,,,
Q9XYZ0,Conus pulicarius (Flea-bite cone),93154,Conotoxin O-superfamily,80,,,DISULFID:3,,,,
Q9XZL4,Conus striatus (Striated cone),6493,Conotoxin O-superfamily,72,,,DISULFID:3; MOD_RES:2,,,,
Q9XZK8,Conus textile (Cloth-of-gold cone),6494,Conotoxin O-superfamily,76,,,DISULFID:3,,,,
Q9XYZ1,Conus pulicarius (Flea-bite cone),93154,Conotoxin O-superfamily,74,,,DISULFID:3,,,,
Q9XZL5,Conus striatus (Striated cone),6493,Conotoxin O-superfamily,72,,,DISULFID:3; MOD_RES:2,,,,
Q9XZK9,Conus textile (Cloth-of-gold cone),6494,Conotoxin O-superfamily,76,,,DISULFID:3,,,,
Q9XZK2,Conus striatus (Striated cone),6493,Conotoxin O-superfamily,71,,,DISULFID:3; MOD_RES:1,,,,
Q9XZL0,Conus textile (Cloth-of-gold cone),6494,Conotoxin O-superfamily,76,,,DISULFID:3,,,,
Q9XZK3,Conus striatus (Striated cone),6493,Conotoxin O-superfamily,78,,,DISULFID:3,,,,
Q9XZL1,Conus textile (Cloth-of-gold cone),6494,Conotoxin O-superfamily,81,,,DISULFID:3,,,,
Q9XZK4,Conus striatus (Striated cone),6493,Conotoxin O-superfamily,77,,,DISULFID:3,,,,
Q9XZL2,Conus textile (Cloth-of-gold cone),6494,Conotoxin O-superfamily,76,,,DISULFID:3,,,,
P58917,Conus catus (Cat cone),101291,Conotoxin O-superfamily,71,,,DISULFID:3; MOD_RES:1,,,,
P56712,Conus pennaceus (Feathered cone),37335,Conotoxin O-superfamily,31,,,DISULFID:3; MOD_RES:1,,,,
P58914,Conus radiatus (Rayed cone),61198,Conotoxin O-superfamily,27,,,DISULFID:3; MOD_RES:2,,,,
P28880,Conus striatus (Striated cone),6493,Conotoxin O-superfamily,72,,,DISULFID:3; MOD_RES:2,,,,
P58915,Conus tulipa (Fish-hunting cone snail) (Tulip cone),6495,Conotoxin O-superfamily,26,,,DISULFID:3; MOD_RES:3,,,,
P58918,Conus catus (Cat cone),101291,Conotoxin O-superfamily,25,,,DISULFID:3; MOD_RES:1,,,,
P56713,Conus pennaceus (Feathered cone),37335,Conotoxin O-superfamily,30,,,DISULFID:3,,,,
P28881,Conus striatus (Striated cone),6493,Conotoxin O-superfamily,72,,,DISULFID:3; MOD_RES:1,,,,
P58919,Conus catus (Cat cone),101291,Conotoxin O-superfamily,26,,,DISULFID:3; MOD_RES:1,,,,
P58920,Conus catus (Cat cone),101291,Conotoxin O-superfamily,73,,,DISULFID:3; MOD_RES:1,,,,
P01522,Conus geographus (Geography cone),6491,Conotoxin O-superfamily,73,,,DISULFID:3; MOD_RES:4,,,,
Q9XZK5,Conus striatus (Striated cone),6493,Conotoxin O-superfamily,82,,,DISULFID:3,,,,
Q9XZL3,Conus textile (Cloth-of-gold cone),6494,Conotoxin O-superfamily,82,,,DISULFID:3,,,,
P58916,Conus consors (Singed cone),101297,Conotoxin O-superfamily,27,,,DISULFID:3; MOD_RES:2,,,,
P05484,Conus magus (Magus cone),6492,Conotoxin O-superfamily,71,,,DISULFID:3; MOD_RES:1,,,,
P05485,Conus magus (Magus cone),6492,Conotoxin O-superfamily,25,,,DISULFID:3; MOD_RES:1,,,,
P37300,Conus magus (Magus cone),6492,Conotoxin O-superfamily,29,fragment,,DISULFID:3; MOD_RES:2,,,,
Q26350,Conus magus (Magus cone),6492,Conotoxin O-superfamily,29,fragment,,DISULFID:3; MOD_RES:1,,,,
P05483,Conus geographus (Geography cone),6491,Conotoxin O-superfamily,29,,,DISULFID:3; MOD_RES:2,,,,
P56714,Conus textile (Cloth-of-gold cone),6494,Conotoxin O-superfamily,26,,,DISULFID:3,,,,
P83301,Conus ventricosus (Mediterranean cone),117992,Conotoxin O-superfamily,33,,,DISULFID:3; MOD_RES:1,,GO:0046929 (negative regulation of neurotransmitter sec...); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019855 (calcium channel inhibitor activity),GO:0019855 (calcium channel inhibitor activity),
P56529,Conus purpurascens (Purple cone),41690,Conotoxin M-superfamily,27,fragment,,DISULFID:3; MOD_RES:4,,,,
P60245,Conus purpurascens (Purple cone),41690,Conotoxin M-superfamily,24,,,DISULFID:3; MOD_RES:4,,,,
Q8I6V7,Conus regius (Crown cone),101314,Conotoxin P-superfamily,90,,,DISULFID:3,,,,
P58811,Conus tulipa (Fish-hunting cone snail) (Tulip cone),6495,Rho-conotoxin family,19,,,DISULFID:2; MOD_RES:1,,,,
P58924,Conus geographus (Geography cone),6491,Conotoxin S-superfamily,42,fragment,,DISULFID:5; MOD_RES:3,,,,
P58844,Conus geographus (Geography cone),6491,,29,,,DISULFID:2; MOD_RES:2,,,,
P58846,Conus textile (Cloth-of-gold cone),6494,Conotoxin M-superfamily,12,,,DISULFID:3; MOD_RES:2,,,,
P58782,Conus ermineus (Atlantic fish-hunting cone),55423,Alpha-A-conotoxin family,30,,,DISULFID:3; MOD_RES:6,,,,
P58783,Conus ermineus (Atlantic fish-hunting cone),55423,Alpha-A-conotoxin family,30,,,DISULFID:3; MOD_RES:6,,,,
O77256,Conus imperialis (Imperial cone),35631,,59,,,,,,,
P83390,Conus amadis (Amadis cone),198732,Conotoxin P-superfamily,27,,,DISULFID:3; MOD_RES:1,,,,
P81662,Stoichactis helianthus (Carribean sea anemone) (Stichodactyla helianthus),6123,Sea anemone tenebrosin family,176,,,,,,,
P07845,Stoichactis helianthus (Carribean sea anemone) (Stichodactyla helianthus),6123,Sea anemone tenebrosin family,175,,,,,,,
P81742,Eristocophis macmahoni (Leaf-nosed viper),8702,Disintegrin family,69,,,DISULFID:6,,,,
P81743,Eristocophis macmahoni (Leaf-nosed viper),8702,Disintegrin family,68,,,DISULFID:6,,,,
P17349,Trimeresurus elegans (Sakishima habu) (Protobothrops elegans),88086,Contains 1 disintegrin domain,481,,,DISULFID:6,,,,
Q90YA6,Trimeresurus elegans (Sakishima habu) (Protobothrops elegans),88086,Contains 1 disintegrin domain,481,,,DISULFID:7,,,,
P81630,Echis carinatus (Saw-scaled viper),40353,Disintegrin family,67,,,DISULFID:3,,,,
P81631,Echis carinatus (Saw-scaled viper),40353,Disintegrin family,67,,,DISULFID:3,,,,
P82465,Echis carinatus sochureki (Saw-scaled viper),124223,Disintegrin family,68,,,DISULFID:5,,,,
P82466,Echis carinatus sochureki (Saw-scaled viper),124223,Disintegrin family,69,,,DISULFID:5,,,,
P83043,Cerastes cerastes (Horned desert viper),8697,Disintegrin family,65,,,DISULFID:6,,,,
P83044,Cerastes cerastes (Horned desert viper),8697,Disintegrin family,65,,,DISULFID:6,,,,
Q805F7,Agkistrodon contortrix contortrix (Southern copperhead),8713,Disintegrin family,111,,,DISULFID:6,,GO:0007155 (cell adhesion); GO:0030195 (negative regulation of blood coagulation),,
Q805F5,Agkistrodon piscivorus piscivorus (Eastern cottonmouth),8716,Disintegrin family,111,,,DISULFID:6,,,,
P15503,Trimeresurus gramineus (Indian green tree viper) (Green habu snake),8767,Contains 1 disintegrin domain,480,,,DISULFID:8; CARBOHYD:1,,,,
P83253,Vipera lebetina (Elephant snake) (Leventine viper),8709,Disintegrin family,64,,,DISULFID:6,,GO:0007155 (cell adhesion); GO:0030195 (negative regulation of blood coagulation),,
Q805F6,Agkistrodon contortrix contortrix (Southern copperhead),8713,Contains 1 disintegrin domain,483,,,DISULFID:8,,,,
Q805F4,Agkistrodon piscivorus piscivorus (Eastern cottonmouth),8716,Contains 1 disintegrin domain,483,,,DISULFID:8,,,,
P17495,Trimeresurus gramineus (Indian green tree viper) (Green habu snake),8767,Disintegrin family,73,,,DISULFID:6,,,,
P83254,Vipera lebetina (Elephant snake) (Leventine viper),8709,Disintegrin family,64,,,DISULFID:6,,GO:0007155 (cell adhesion); GO:0030195 (negative regulation of blood coagulation),,
P23323,Trimeresurus flavoviridis (Habu) (Protobothrops flavoviridis),88087,Disintegrin family,75,,,DISULFID:1,,,,
P18619,Trimeresurus flavoviridis (Habu) (Protobothrops flavoviridis),88087,Contains 1 disintegrin domain,483,,,DISULFID:8; CARBOHYD:2,,,,
P62384,Trimeresurus albolabris (White-lipped pit viper),8765,Disintegrin family,73,,,DISULFID:6,,,,
P62383,Trimeresurus gramineus (Indian green tree viper) (Green habu snake),8767,Disintegrin family,73,,,DISULFID:6,,,,
Q7LZI5,Agkistrodon caliginosus (Korean viper) (Gloydius ussuriensis),35671,Disintegrin family,71,,,DISULFID:6,,,,
Q7LZT4,Agkistrodon caliginosus (Korean viper) (Gloydius ussuriensis),35671,Disintegrin family,71,,,DISULFID:6,,,,
P83041,Cerastes cerastes (Horned desert viper),8697,Disintegrin family,65,,,DISULFID:6,,,,
Q9IAB0,Agkistrodon contortrix contortrix (Southern copperhead),8713,Contains 1 disintegrin domain,483,,,DISULFID:6,,,,
P21858,Agkistrodon halys blomhoffi (Mamushi) (Gloydius blomhoffii),242054,Disintegrin family,71,,,DISULFID:1,,,,
P16338,Agkistrodon piscivorus piscivorus (Eastern cottonmouth),8716,Disintegrin family,71,,,DISULFID:1,,,,
P17497,Bitis arietans (African puff adder),8692,Disintegrin family,83,,,DISULFID:7,,,,
P18618,Bothrops atrox (Barba amarilla) (Fer-de-lance),8725,Disintegrin family,71,,,DISULFID:1,,,,
P31988,Bothrops cotiara (Cotiara),8727,Disintegrin family,72,,,DISULFID:1,,,,
P31989,Bothrops jararaca (Jararaca),8724,Disintegrin family,73,,,DISULFID:1,,,,
P68520,Crotalus atrox (Western diamondback rattlesnake),8730,Disintegrin family,72,,,,,,,
P31981,Crotalus basiliscus (Mexican west-coast rattlesnake),8744,Disintegrin family,72,,,,,,,
P31982,Crotalus cerastes cerastes (Mojave desert sidewinder),31149,Disintegrin family,73,,,,,,,
P68521,Crotalus durissus durissus (Central American rattlesnake),31150,Disintegrin family,72,,,,,,,
P31984,Crotalus molossus molossus (Northern black-tailed rattlesnake),31151,Disintegrin family,73,,,,,,,
P31985,Crotalus viridis cerberus (Arizona black rattlesnake),36309,Disintegrin family,72,,,,,,,
P31986,Crotalus viridis lutosus (Great basin rattlesnake),8750,Disintegrin family,73,,,,,,,
P31987,Crotalus viridis viridis (Prairie rattlesnake),8742,Disintegrin family,71,,,,,,,
P17347,Echis carinatus (Saw-scaled viper),40353,Disintegrin family,49,,,DISULFID:4; MOD_RES:1,,,,
P22826,Eristocophis macmahoni (Leaf-nosed viper),8702,Disintegrin family,51,,,DISULFID:4; MOD_RES:1,,,,
P31990,Lachesis muta muta (Bushmaster),8753,Disintegrin family,73,,,,,,,
P22827,Sistrurus barbouri (Southeastern pigmy rattlesnake),8759,Disintegrin family,73,,,DISULFID:6,,,,
P22828,Sistrurus catenatus tergeminus (Western massasauga),8757,Disintegrin family,73,,,DISULFID:6,,,,
P83469,Vipera lebetina obtusa (Blunt-nosed viper),209528,Disintegrin family,41,,,DISULFID:4,,,,
P30431,Bothrops jararaca (Jararaca),8724,Contains 1 disintegrin domain,571,,,DISULFID:8; CARBOHYD:1; MOD_RES:1,,,,
Q7ZZS9,Trimeresurus jerdonii (Jerdon's pit-viper) (Protobothrops jerdoni),135726,Contains 1 disintegrin domain,481,,,DISULFID:8; CARBOHYD:1,,,,
P83658,Echis carinatus (Saw-scaled viper),40353,Disintegrin family,64,,,DISULFID:6,,,,
Q7ZZM2,Trimeresurus jerdonii (Jerdon's pit-viper) (Protobothrops jerdoni),135726,Disintegrin family,110,,,DISULFID:4,,,,
P21859,Trimeresurus flavoviridis (Habu) (Protobothrops flavoviridis),88087,Disintegrin family,70,,,DISULFID:6,,,,
P83912,Trimeresurus jerdonii (Jerdon's pit-viper) (Protobothrops jerdoni),135726,Contains 1 disintegrin domain,484,,,DISULFID:9,,,,
P82172,Ornithorhynchus anatinus (Duckbill platypus),9258,,42,,,DISULFID:3,,,,
P82140,Ornithorhynchus anatinus (Duckbill platypus),9258,,42,,,DISULFID:3,"The difference between DLP-2 and DLP-4 lies in the fact that DLP-4 elutes with a different retention time in reverse-phase HPLC experiments than DLP-2. DLP-2 and DLP-4 have the same molecular mass, excluding different PTMs. However their cysteines may be paired in different ways.",,,
P82141,Ornithorhynchus anatinus (Duckbill platypus),9258,,38,,,DISULFID:1,,,,
P28374,Dendroaspis angusticeps (Eastern green mamba),8618,Natriuretic peptide family,38,,,DISULFID:1,,,,
P49343,Ectatomma tuberculatum (Selva ant),39300,Ectatomin family,37,,LD(50) is 0.0068 mg/kg by intracerebroventricular injection.,DISULFID:2,,,,
P49344,Ectatomma tuberculatum (Selva ant),39300,Ectatomin family,34,,LD(50) is 0.0068 mg/kg by intracerebroventricular injection.,DISULFID:2,,,,
P61914,Actinia equina (European sea anemone),6106,Sea anemone tenebrosin family,214,,,,,,,
P61915,Actinia tenebrosa (Australian red waratah sea anemone),6105,Sea anemone tenebrosin family,179,,,,,,,
Q9Y1U9,Actinia equina (European sea anemone),6106,Sea anemone tenebrosin family,214,,,,,,,
Q93109,Actinia equina (European sea anemone),6106,Sea anemone tenebrosin family,214,,,,,,,
P04203,Heloderma suspectum (Gila monster),8554,Glucagon family,38,,,,,,,
P04204,Heloderma suspectum (Gila monster),8554,Glucagon family,35,,,MOD_RES:1,,,,
P20394,Heloderma horridum horridum (Mexican beaded lizard),8552,Glucagon family,39,,,MOD_RES:1,,,,
P26349,Heloderma suspectum (Gila monster),8554,Glucagon family,87,,,MOD_RES:1,,,,
P83255,Vipera lebetina (Elephant snake) (Leventine viper),8709,Peptidase M12B family,202,,,DISULFID:3; CARBOHYD:1,Glycosylated.,GO:0006508 (proteolysis and peptidolysis); GO:0030193 (regulation of blood coagulation); GO:0005509 (calcium ion binding); GO:0042029 (fibrolase activity); GO:0000287 (magnesium ion binding); GO:0008270 (zinc ion binding),GO:0005509 (calcium ion binding); GO:0042029 (fibrolase activity); GO:0000287 (magnesium ion binding); GO:0008270 (zinc ion binding),
