Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence
O42256,Naja sputatrix (Malayan spitting cobra) (Naja naja sputatrix),33626,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P29181,Naja naja (Indian cobra),35670,Snake three-finger toxin family,65,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
A2CKF6,Bungarus fasciatus (Banded krait),8613,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P29182,Naja naja (Indian cobra),35670,Snake three-finger toxin family,65,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q802B3,Naja sputatrix (Malayan spitting cobra) (Naja naja sputatrix),33626,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P25679,Naja kaouthia (Monocled cobra) (Naja siamensis),8649,Snake three-finger toxin family,64,,LD(50) is 82 mg/kg by intravenous injection. {ECO:0000269|PubMed:7380387}.,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q9W7I3,Naja sputatrix (Malayan spitting cobra) (Naja naja sputatrix),33626,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P25680,Naja nivea (Cape cobra) (Coluber niveus),8655,Snake three-finger toxin family,65,,LD(50) is 16 mg/kg by intravenous injection. {ECO:0000269|PubMed:7380387}.,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q802B2,Naja sputatrix (Malayan spitting cobra) (Naja naja sputatrix),33626,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P01401,Naja haje haje (Egyptian cobra),8642,Snake three-finger toxin family,65,,LD(50) is 13.4 mg/kg by subcutaneous injection. {ECO:0000269|PubMed:710433}.,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P01400,Naja melanoleuca (Forest cobra) (Black-lipped cobra),8643,Snake three-finger toxin family,65,,LD(50) is >20 mg/kg by intravenous injection. {ECO:0000269|PubMed:1164509}.,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P01399,Naja annulifera (Banded Egyptian cobra) (Naja haje annulifera),96794,Snake three-finger toxin family,65,,LD(50) is 4.82 mg/kg by intravenous injection. {ECO:0000269|PubMed:1213685}.,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
O93422,Naja atra (Chinese cobra),8656,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P60814,Naja atra (Chinese cobra),8656,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
A2CKF7,Bungarus fasciatus (Banded krait),8613,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P82935,Naja kaouthia (Monocled cobra) (Naja siamensis),8649,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P85520,Naja oxiana (Central Asian cobra) (Oxus cobra),8657,Snake three-finger toxin family,65,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
Q53B61,Ophiophagus hannah (King cobra) (Naja hannah),8665,Snake three-finger toxin family,81,fragment,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level;
Q70WS8,Bungarus multicinctus (Many-banded krait),8616,Snake three-finger toxin family,84,,,DISULFID:5,,GO:0005576 (extracellular region),,3: Inferred from homology;
P58370,Micrurus corallinus (Brazilian coral snake),54390,Snake three-finger toxin family,86,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P15818,Bungarus multicinctus (Many-banded krait),8616,Snake three-finger toxin family,87,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P81783,Bungarus candidus (Malayan krait),92438,Snake three-finger toxin family,87,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
Q9YGH9,Bungarus multicinctus (Many-banded krait),8616,Snake three-finger toxin family,89,,,DISULFID:5,,GO:0005576 (extracellular region),,3: Inferred from homology;
O12963,Bungarus multicinctus (Many-banded krait),8616,Snake three-finger toxin family,89,,,DISULFID:5,,GO:0005576 (extracellular region),,3: Inferred from homology;
Q9YGJ0,Bungarus multicinctus (Many-banded krait),8616,Snake three-finger toxin family,89,,LD(50) is 0.15 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:10082161}.,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q9YGH0,Bungarus multicinctus (Many-banded krait),8616,Snake three-finger toxin family,103,,,DISULFID:5,,GO:0005576 (extracellular region),,3: Inferred from homology;
Q8JFX7,Bungarus multicinctus (Many-banded krait),8616,Snake three-finger toxin family,103,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
Q9PW19,Bungarus multicinctus (Many-banded krait),8616,Snake three-finger toxin family,103,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P25682,Dendroaspis jamesoni kaimosae (Eastern Jameson's mamba),8619,Snake three-finger toxin family,63,,LD(50) is 10 mg/kg by intravenous injection. {ECO:0000269|Ref.1}.,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P81782,Bungarus candidus (Malayan krait),92438,Snake three-finger toxin family,63,,,DISULFID:5,,GO:0072556 (other organism presynaptic membrane),,1: Evidence at protein level;
A7X3M9,Erythrolamprus poecilogyrus (Water snake) (Liophis poecilogyrus),338838,Snake three-finger toxin family,85,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
A7X3R6,Leioheterodon madagascariensis (Malagasy giant hognose snake) (Heterodon madagascariensis),46577,Snake three-finger toxin family,85,,,DISULFID:5,,GO:0005576 (extracellular region),,3: Inferred from homology;
P86096,Micrurus surinamensis (Surinam coral snake),129470,Snake three-finger toxin family,64,,,DISULFID:5,,GO:2000272 (negative regulation of receptor activity); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level;
P86423,Micrurus frontalis (Coral snake),129461,Snake three-finger toxin family,64,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P86098,Micrurus surinamensis (Surinam coral snake),129470,Snake three-finger toxin family,64,,,DISULFID:5,,GO:2000272 (negative regulation of receptor activity); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level;
P86424,Micrurus frontalis (Coral snake),129461,Snake three-finger toxin family,64,,,DISULFID:5,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P86099,Micrurus surinamensis (Surinam coral snake),129470,Snake three-finger toxin family,64,,,DISULFID:5,,GO:2000272 (negative regulation of receptor activity); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level;
P01419,Dendroaspis jamesoni kaimosae (Eastern Jameson's mamba),8619,Snake three-finger toxin family,58,,LD(50) is 5.5 mg/kg by intravenous injection. {ECO:0000269|PubMed:465532}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
Q7T2I1,Laticauda laticaudata (Blue-ringed sea krait) (Blue-lipped sea krait),8630,Snake three-finger toxin family,82,fragment,,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
Q8UW27,Hydrophis hardwickii (Hardwick's spine-bellied seasnake) (Lapemis hardwickii),8781,Snake three-finger toxin family,81,,LD(50) is 0.2192 by intraperitoneal injection into mice. {ECO:0000269|PubMed:12040423}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P01412,Ophiophagus hannah (King cobra) (Naja hannah),8665,Snake three-finger toxin family,83,,LD(50) is >250 mg/kg by subcutaneous injection. {ECO:0000269|PubMed:881163}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
C0HJI9,Bungarus fasciatus (Banded krait),8613,Snake three-finger toxin family,25,fragment,,DISULFID:1,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
Q69CJ8,Ophiophagus hannah (King cobra) (Naja hannah),8665,Snake three-finger toxin family,83,,,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P01434,Acanthophis antarcticus (Common death adder),8605,Snake three-finger toxin family,62,,LD(50) is 0.08 mg/kg by intramuscular injection into mice. {ECO:0000269|PubMed:7337702}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P32879,Aipysurus laevis (Olive sea snake),8678,Snake three-finger toxin family,60,,LD(50) is 0.067 mg/kg by intramuscular injection into mice. {ECO:0000269|PubMed:1259717}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
A8S6A4,Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus),29156,Snake three-finger toxin family,81,,,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P10808,Bungarus fasciatus (Banded krait),8613,Snake three-finger toxin family,64,,,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
A6MFK6,Demansia vestigiata (Lesser black whip snake) (Demansia atra),412038,Snake three-finger toxin family,84,,,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P01417,Dendroaspis jamesoni kaimosae (Eastern Jameson's mamba),8619,Snake three-finger toxin family,60,,LD(50) is 0.11 mg/kg by subcutaneous injection. {ECO:0000269|PubMed:4204636}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P01416,Dendroaspis polylepis polylepis (Black mamba),8620,Snake three-finger toxin family,60,,LD(50) is 0.09 mg/kg by subcutaneous injection.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P01418,Dendroaspis viridis (Western green mamba),8621,Snake three-finger toxin family,60,,LD(50) is 0.08 mg/kg by intraperitoneal injection. {ECO:0000269|PubMed:4855008}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P01425,Hemachatus haemachatus (Rinkhals) (Sepedon haemachatus),8626,Snake three-finger toxin family,61,,LD(50) is 0.11 mg/kg by intravenous injection. {ECO:0000269|PubMed:5545078}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
A8HDJ9,Hoplocephalus stephensii (Stephens' banded snake),196418,Snake three-finger toxin family,81,,,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P25494,Hydrophis cyanocinctus (Asian annulated sea snake) (Leioselasma cyanocincta),8686,Snake three-finger toxin family,60,,,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P68416,Hydrophis hardwickii (Hardwick's spine-bellied seasnake) (Lapemis hardwickii),8781,Snake three-finger toxin family,81,,LD(50) is 0.0956 mg/kg by intraperitoneal injection into mice. {ECO:0000269|PubMed:12040423}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P01437,Hydrophis lapemoides (Persian gulf sea snake) (Aturia lapemoides),8684,Snake three-finger toxin family,60,,LD(50) is 0.09 mg/kg by intramuscular injection into mice. {ECO:0000269|PubMed:6615431}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P68413,Hydrophis ornatus (Ornate reef seasnake),8685,Snake three-finger toxin family,60,,,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
Q5UFR8,Hydrophis peronii (Spiny-headed seasnake) (Acalyptophis peronii),8676,Snake three-finger toxin family,81,,"LD(50) is 0.170 mg/kg by intravenous injection into mice for the minor toxin, and 0.125 mg/kg for the major toxin. {ECO:0000269|PubMed:3202959, ECO:0000269|PubMed:3341735}.",DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P68415,Hydrophis schistosus (Beaked sea snake) (Enhydrina schistosa),8682,Snake three-finger toxin family,60,,LD(50) is 0.2 mg/kg by intravenous injection. {ECO:0000269|PubMed:4676045}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P68412,Hydrophis stokesii (Stokes's sea snake) (Astrotia stokesii),355677,Snake three-finger toxin family,60,,LD(50) is 0.13 mg/kg by intramuscular injection into mice. {ECO:0000269|PubMed:743209}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
Q9YGC2,Laticauda laticaudata (Blue-ringed sea krait) (Blue-lipped sea krait),8630,Snake three-finger toxin family,83,,,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,3: Inferred from homology;
P86420,Micrurus frontalis (Coral snake),129461,Snake three-finger toxin family,56,fragment,LD(50) is 0.25-0.5 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:9278969}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
K9MCH1,Micrurus laticollaris (Balsas coral snake),1240351,Snake three-finger toxin family,81,,LD(50) is 63.5 ug/kg by intravenous injection into mice (1.27 ug/mouse). {ECO:0000269|PubMed:23438486}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P80548,Micrurus nigrocinctus (Central American coral snake) (Gargantilla),8635,Snake three-finger toxin family,60,,LD(50) is 65 ug/kg by intraperitoneal injection into mice (1.3 ug/mouse). {ECO:0000269|PubMed:8665942}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P86095,Micrurus surinamensis (Surinam coral snake),129470,Snake three-finger toxin family,59,,,DISULFID:4,,GO:2000272 (negative regulation of receptor activity); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level;
P34075,Naja annulata annulata (Banded water cobra) (Boulengerina annulata annulata),8610,Snake three-finger toxin family,61,,LD(50) is 0.052 mg/kg by intraperitoneal injection. {ECO:0000269|PubMed:1814007}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P34076,Naja christyi (Christy's water cobra) (Boulengerina christyi),8611,Snake three-finger toxin family,62,,LD(50) is 0.083 mg/kg by intraperitoneal injection. {ECO:0000269|PubMed:1814007}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P68417,Naja annulifera (Banded Egyptian cobra) (Naja haje annulifera),96794,Snake three-finger toxin family,61,,LD(50) is 0.105 mg/kg by subcutaneous injection. {ECO:0000269|PubMed:4308169}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P68418,Naja haje haje (Egyptian cobra),8642,Snake three-finger toxin family,61,,LD(50) is 0.10 mg/kg by intravenous injection. {ECO:0000269|PubMed:718974}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P01424,Naja melanoleuca (Forest cobra) (Black-lipped cobra),8643,Snake three-finger toxin family,61,,,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
P01431,Naja mossambica (Mozambique spitting cobra),8644,Snake three-finger toxin family,62,,LD(50) is 0.04 mg/kg by subcutaneous injection. {ECO:0000269|PubMed:923577}.,DISULFID:4,,GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level;
